test name,category, real vulnerability, cwe, Benchmark version: 1.2, 2016-06-1
BenchmarkTest00573,cmdi,TRUE,78,,
BenchmarkTest00574,cmdi,TRUE,78,,
BenchmarkTest00575,cmdi,TRUE,78,,
BenchmarkTest00576,cmdi,TRUE,78,,
BenchmarkTest00577,weakrand,FALSE,330,,
BenchmarkTest00578,weakrand,FALSE,330,,
BenchmarkTest00579,weakrand,FALSE,330,,
BenchmarkTest00580,weakrand,FALSE,330,,
BenchmarkTest00581,weakrand,FALSE,330,,
BenchmarkTest00582,weakrand,FALSE,330,,
BenchmarkTest00583,weakrand,FALSE,330,,
BenchmarkTest00584,weakrand,FALSE,330,,
BenchmarkTest00585,weakrand,FALSE,330,,
BenchmarkTest00586,trustbound,FALSE,501,,
BenchmarkTest00587,trustbound,TRUE,501,,
BenchmarkTest00588,trustbound,TRUE,501,,
BenchmarkTest00589,sqli,FALSE,89,,
BenchmarkTest00590,sqli,TRUE,89,,
BenchmarkTest00591,sqli,TRUE,89,,
BenchmarkTest00592,sqli,FALSE,89,,
BenchmarkTest00593,sqli,TRUE,89,,
BenchmarkTest00594,sqli,TRUE,89,,
BenchmarkTest00595,sqli,TRUE,89,,
BenchmarkTest00596,sqli,TRUE,89,,
BenchmarkTest00597,sqli,TRUE,89,,
BenchmarkTest00598,sqli,TRUE,89,,
BenchmarkTest00599,sqli,FALSE,89,,
BenchmarkTest00600,sqli,TRUE,89,,
BenchmarkTest00601,sqli,FALSE,89,,
BenchmarkTest00602,sqli,FALSE,89,,
BenchmarkTest00603,sqli,TRUE,89,,
BenchmarkTest00604,sqli,TRUE,89,,
BenchmarkTest00605,sqli,FALSE,89,,
BenchmarkTest00606,sqli,TRUE,89,,
BenchmarkTest00607,xpathi,TRUE,643,,
BenchmarkTest00608,crypto,TRUE,327,,
BenchmarkTest00609,crypto,TRUE,327,,
BenchmarkTest00610,crypto,TRUE,327,,
BenchmarkTest00611,crypto,TRUE,327,,
BenchmarkTest00612,crypto,FALSE,327,,
BenchmarkTest00613,crypto,FALSE,327,,
BenchmarkTest00614,crypto,TRUE,327,,
BenchmarkTest00615,crypto,TRUE,327,,
BenchmarkTest00616,crypto,TRUE,327,,
BenchmarkTest00617,crypto,TRUE,327,,
BenchmarkTest00618,crypto,FALSE,327,,
BenchmarkTest00619,pathtraver,TRUE,22,,
BenchmarkTest00620,pathtraver,FALSE,22,,
BenchmarkTest00621,pathtraver,FALSE,22,,
BenchmarkTest00622,pathtraver,FALSE,22,,
BenchmarkTest00623,pathtraver,TRUE,22,,
BenchmarkTest00624,pathtraver,TRUE,22,,
BenchmarkTest00625,pathtraver,FALSE,22,,
BenchmarkTest00626,pathtraver,FALSE,22,,
BenchmarkTest00627,pathtraver,TRUE,22,,
BenchmarkTest00628,pathtraver,FALSE,22,,
BenchmarkTest00629,pathtraver,TRUE,22,,
BenchmarkTest00630,ldapi,TRUE,90,,
BenchmarkTest00631,hash,TRUE,328,,
BenchmarkTest00632,hash,FALSE,328,,
BenchmarkTest00633,hash,FALSE,328,,
BenchmarkTest00634,hash,TRUE,328,,
BenchmarkTest00635,hash,TRUE,328,,
BenchmarkTest00636,hash,TRUE,328,,
BenchmarkTest00637,hash,TRUE,328,,
BenchmarkTest00638,hash,TRUE,328,,
BenchmarkTest00639,hash,FALSE,328,,
BenchmarkTest00640,hash,FALSE,328,,
BenchmarkTest00641,hash,FALSE,328,,
BenchmarkTest00642,xss,TRUE,79,,
BenchmarkTest00643,xss,TRUE,79,,
BenchmarkTest00644,xss,TRUE,79,,
BenchmarkTest00645,xss,TRUE,79,,
BenchmarkTest00646,xss,FALSE,79,,
BenchmarkTest00647,xss,FALSE,79,,
BenchmarkTest00648,xss,FALSE,79,,
BenchmarkTest00649,xss,FALSE,79,,
BenchmarkTest00650,xss,FALSE,79,,
BenchmarkTest00651,xss,TRUE,79,,
BenchmarkTest00652,weakrand,TRUE,330,,
BenchmarkTest00653,weakrand,TRUE,330,,
BenchmarkTest00654,weakrand,TRUE,330,,
BenchmarkTest00655,securecookie,FALSE,614,,
BenchmarkTest00656,xss,TRUE,79,,
BenchmarkTest00657,cmdi,FALSE,78,,
BenchmarkTest00658,cmdi,FALSE,78,,
BenchmarkTest00659,cmdi,FALSE,78,,
BenchmarkTest00660,weakrand,FALSE,330,,
BenchmarkTest00661,weakrand,FALSE,330,,
BenchmarkTest00662,weakrand,FALSE,330,,
BenchmarkTest00663,weakrand,FALSE,330,,
BenchmarkTest00664,weakrand,FALSE,330,,
BenchmarkTest00665,weakrand,FALSE,330,,
BenchmarkTest00666,weakrand,FALSE,330,,
BenchmarkTest00667,weakrand,FALSE,330,,
BenchmarkTest00668,trustbound,TRUE,501,,
BenchmarkTest00669,trustbound,FALSE,501,,
BenchmarkTest00670,trustbound,TRUE,501,,
BenchmarkTest00671,trustbound,TRUE,501,,
BenchmarkTest00672,sqli,FALSE,89,,
BenchmarkTest00673,sqli,TRUE,89,,
BenchmarkTest00674,sqli,FALSE,89,,
BenchmarkTest00675,sqli,FALSE,89,,
BenchmarkTest00676,sqli,FALSE,89,,
BenchmarkTest00677,sqli,TRUE,89,,
BenchmarkTest00678,sqli,TRUE,89,,
BenchmarkTest00679,sqli,TRUE,89,,
BenchmarkTest00680,sqli,FALSE,89,,
BenchmarkTest00681,sqli,TRUE,89,,
BenchmarkTest00682,sqli,FALSE,89,,
BenchmarkTest00683,xpathi,FALSE,643,,
BenchmarkTest00684,crypto,TRUE,327,,
BenchmarkTest00685,crypto,TRUE,327,,
BenchmarkTest00686,crypto,FALSE,327,,
BenchmarkTest00687,crypto,FALSE,327,,
BenchmarkTest00688,crypto,TRUE,327,,
BenchmarkTest00689,crypto,FALSE,327,,
BenchmarkTest00690,crypto,FALSE,327,,
BenchmarkTest00691,crypto,TRUE,327,,
BenchmarkTest00692,crypto,TRUE,327,,
BenchmarkTest00693,crypto,TRUE,327,,
BenchmarkTest00694,ldapi,TRUE,90,,
BenchmarkTest00695,ldapi,TRUE,90,,
BenchmarkTest00696,pathtraver,TRUE,22,,
BenchmarkTest00697,pathtraver,TRUE,22,,
BenchmarkTest00698,pathtraver,TRUE,22,,
BenchmarkTest00699,pathtraver,FALSE,22,,
BenchmarkTest00700,pathtraver,TRUE,22,,
BenchmarkTest00701,ldapi,FALSE,90,,
BenchmarkTest00702,weakrand,TRUE,330,,
BenchmarkTest00703,hash,TRUE,328,,
BenchmarkTest00704,hash,TRUE,328,,
BenchmarkTest00705,hash,TRUE,328,,
BenchmarkTest00706,hash,FALSE,328,,
BenchmarkTest00707,hash,FALSE,328,,
BenchmarkTest00708,hash,TRUE,328,,
BenchmarkTest00709,hash,FALSE,328,,
BenchmarkTest00710,hash,TRUE,328,,
BenchmarkTest00711,xss,TRUE,79,,
BenchmarkTest00712,xss,FALSE,79,,
BenchmarkTest00713,xss,FALSE,79,,
BenchmarkTest00714,xss,FALSE,79,,
BenchmarkTest00715,xss,TRUE,79,,
BenchmarkTest00716,xss,FALSE,79,,
BenchmarkTest00717,xss,FALSE,79,,
BenchmarkTest00718,xss,FALSE,79,,
BenchmarkTest00719,xss,TRUE,79,,
BenchmarkTest00720,xss,TRUE,79,,
BenchmarkTest00721,xss,TRUE,79,,
BenchmarkTest00722,xss,FALSE,79,,
BenchmarkTest00723,xss,FALSE,79,,
BenchmarkTest00724,xss,TRUE,79,,
BenchmarkTest00725,xss,TRUE,79,,
BenchmarkTest00726,xss,FALSE,79,,
BenchmarkTest00727,xss,TRUE,79,,
BenchmarkTest00728,xss,TRUE,79,,
BenchmarkTest00729,xss,TRUE,79,,
BenchmarkTest00730,xss,FALSE,79,,
BenchmarkTest00731,cmdi,TRUE,78,,
BenchmarkTest00732,cmdi,FALSE,78,,
BenchmarkTest00733,weakrand,TRUE,330,,
BenchmarkTest00734,weakrand,TRUE,330,,
BenchmarkTest00735,weakrand,TRUE,330,,
BenchmarkTest00736,securecookie,TRUE,614,,
BenchmarkTest00737,xss,TRUE,79,,
BenchmarkTest00738,cmdi,FALSE,78,,
BenchmarkTest00739,cmdi,FALSE,78,,
BenchmarkTest00740,cmdi,TRUE,78,,
BenchmarkTest00741,cmdi,FALSE,78,,
BenchmarkTest00742,cmdi,FALSE,78,,
BenchmarkTest00743,cmdi,FALSE,78,,
BenchmarkTest00744,weakrand,FALSE,330,,
BenchmarkTest00745,weakrand,FALSE,330,,
BenchmarkTest00746,weakrand,FALSE,330,,
BenchmarkTest00747,weakrand,FALSE,330,,
BenchmarkTest00748,weakrand,FALSE,330,,
BenchmarkTest00749,weakrand,FALSE,330,,
BenchmarkTest00750,weakrand,FALSE,330,,
BenchmarkTest00751,weakrand,FALSE,330,,
BenchmarkTest00752,weakrand,FALSE,330,,
BenchmarkTest00753,weakrand,FALSE,330,,
BenchmarkTest00754,trustbound,TRUE,501,,
BenchmarkTest00755,trustbound,FALSE,501,,
BenchmarkTest00756,trustbound,TRUE,501,,
BenchmarkTest00757,trustbound,TRUE,501,,
BenchmarkTest00758,trustbound,FALSE,501,,
BenchmarkTest00759,trustbound,TRUE,501,,
BenchmarkTest00760,sqli,TRUE,89,,
BenchmarkTest00761,sqli,TRUE,89,,
BenchmarkTest00762,sqli,TRUE,89,,
BenchmarkTest00763,sqli,FALSE,89,,
BenchmarkTest00764,sqli,TRUE,89,,
BenchmarkTest00765,sqli,TRUE,89,,
BenchmarkTest00766,sqli,FALSE,89,,
BenchmarkTest00767,sqli,TRUE,89,,
BenchmarkTest00768,sqli,TRUE,89,,
BenchmarkTest00769,sqli,TRUE,89,,
BenchmarkTest00770,sqli,TRUE,89,,
BenchmarkTest00771,sqli,TRUE,89,,
BenchmarkTest00772,sqli,FALSE,89,,
BenchmarkTest00773,sqli,FALSE,89,,
BenchmarkTest00774,sqli,FALSE,89,,
BenchmarkTest00775,crypto,FALSE,327,,
BenchmarkTest00776,crypto,FALSE,327,,
BenchmarkTest00777,crypto,FALSE,327,,
BenchmarkTest00778,crypto,FALSE,327,,
BenchmarkTest00779,crypto,TRUE,327,,
BenchmarkTest00780,crypto,FALSE,327,,
BenchmarkTest00781,crypto,TRUE,327,,
BenchmarkTest00782,crypto,FALSE,327,,
BenchmarkTest00783,pathtraver,TRUE,22,,
BenchmarkTest00784,pathtraver,FALSE,22,,
BenchmarkTest00785,pathtraver,TRUE,22,,
BenchmarkTest00786,pathtraver,FALSE,22,,
BenchmarkTest00787,pathtraver,TRUE,22,,
BenchmarkTest00788,pathtraver,TRUE,22,,
BenchmarkTest00789,hash,TRUE,328,,
BenchmarkTest00790,hash,TRUE,328,,
BenchmarkTest00791,hash,FALSE,328,,
BenchmarkTest00792,hash,FALSE,328,,
BenchmarkTest00793,hash,FALSE,328,,
BenchmarkTest00794,hash,TRUE,328,,
BenchmarkTest00795,hash,FALSE,328,,
BenchmarkTest00796,hash,TRUE,328,,
BenchmarkTest00797,hash,TRUE,328,,
BenchmarkTest00798,hash,FALSE,328,,
BenchmarkTest00799,xss,FALSE,79,,
BenchmarkTest00800,xss,TRUE,79,,
BenchmarkTest00801,xss,TRUE,79,,
BenchmarkTest00802,xss,TRUE,79,,
BenchmarkTest00803,xss,TRUE,79,,
BenchmarkTest00804,xss,TRUE,79,,
BenchmarkTest00805,xss,TRUE,79,,
BenchmarkTest00806,xss,TRUE,79,,
BenchmarkTest00807,xss,TRUE,79,,
BenchmarkTest00808,xss,FALSE,79,,
BenchmarkTest00809,xss,TRUE,79,,
BenchmarkTest00810,xss,TRUE,79,,
BenchmarkTest00811,xss,TRUE,79,,
BenchmarkTest00812,xss,FALSE,79,,
BenchmarkTest00813,xss,FALSE,79,,
BenchmarkTest00814,cmdi,FALSE,78,,
BenchmarkTest00815,cmdi,TRUE,78,,
BenchmarkTest00816,cmdi,TRUE,78,,
BenchmarkTest00817,weakrand,TRUE,330,,
BenchmarkTest00818,weakrand,TRUE,330,,
BenchmarkTest00819,weakrand,TRUE,330,,
BenchmarkTest00820,securecookie,TRUE,614,,
BenchmarkTest00821,securecookie,TRUE,614,,
BenchmarkTest00822,xss,TRUE,79,,
BenchmarkTest00823,cmdi,TRUE,78,,
BenchmarkTest00824,cmdi,TRUE,78,,
BenchmarkTest00825,cmdi,TRUE,78,,
BenchmarkTest00826,cmdi,FALSE,78,,
BenchmarkTest00827,cmdi,FALSE,78,,
BenchmarkTest00828,weakrand,FALSE,330,,
BenchmarkTest00829,weakrand,FALSE,330,,
BenchmarkTest00830,weakrand,FALSE,330,,
BenchmarkTest00831,weakrand,FALSE,330,,
BenchmarkTest00832,weakrand,FALSE,330,,
BenchmarkTest00833,trustbound,TRUE,501,,
BenchmarkTest00834,trustbound,TRUE,501,,
BenchmarkTest00835,trustbound,FALSE,501,,
BenchmarkTest00836,trustbound,TRUE,501,,
BenchmarkTest00837,sqli,FALSE,89,,
BenchmarkTest00838,sqli,FALSE,89,,
BenchmarkTest00839,sqli,TRUE,89,,
BenchmarkTest00840,sqli,TRUE,89,,
BenchmarkTest00841,sqli,TRUE,89,,
BenchmarkTest00842,sqli,TRUE,89,,
BenchmarkTest00843,sqli,TRUE,89,,
BenchmarkTest00844,sqli,FALSE,89,,
BenchmarkTest00845,sqli,TRUE,89,,
BenchmarkTest00846,sqli,TRUE,89,,
BenchmarkTest00847,sqli,TRUE,89,,
BenchmarkTest00848,sqli,TRUE,89,,
BenchmarkTest00849,sqli,TRUE,89,,
BenchmarkTest00850,sqli,TRUE,89,,
BenchmarkTest00851,sqli,FALSE,89,,
BenchmarkTest00852,xpathi,FALSE,643,,
BenchmarkTest00853,crypto,TRUE,327,,
BenchmarkTest00854,crypto,FALSE,327,,
BenchmarkTest00855,crypto,TRUE,327,,
BenchmarkTest00856,crypto,TRUE,327,,
BenchmarkTest00857,crypto,TRUE,327,,
BenchmarkTest00858,crypto,FALSE,327,,
BenchmarkTest00859,crypto,TRUE,327,,
BenchmarkTest00860,ldapi,FALSE,90,,
BenchmarkTest00861,ldapi,FALSE,90,,
BenchmarkTest00862,pathtraver,FALSE,22,,
BenchmarkTest00863,pathtraver,FALSE,22,,
BenchmarkTest00864,pathtraver,FALSE,22,,
BenchmarkTest00865,pathtraver,FALSE,22,,
BenchmarkTest00866,pathtraver,FALSE,22,,
BenchmarkTest00867,pathtraver,FALSE,22,,
BenchmarkTest00868,hash,TRUE,328,,
BenchmarkTest00869,hash,TRUE,328,,
BenchmarkTest00870,hash,TRUE,328,,
BenchmarkTest00871,hash,TRUE,328,,
BenchmarkTest00872,hash,TRUE,328,,
BenchmarkTest00873,hash,FALSE,328,,
BenchmarkTest00874,hash,FALSE,328,,
BenchmarkTest00875,hash,TRUE,328,,
BenchmarkTest00876,hash,TRUE,328,,
BenchmarkTest00877,hash,FALSE,328,,
BenchmarkTest00878,hash,FALSE,328,,
BenchmarkTest00879,xss,FALSE,79,,
BenchmarkTest00880,xss,FALSE,79,,
BenchmarkTest00881,xss,FALSE,79,,
BenchmarkTest00882,xss,FALSE,79,,
BenchmarkTest00883,xss,FALSE,79,,
BenchmarkTest00884,xss,FALSE,79,,
BenchmarkTest00885,xss,FALSE,79,,
BenchmarkTest00886,xss,FALSE,79,,
BenchmarkTest00887,xss,FALSE,79,,
BenchmarkTest00888,xss,FALSE,79,,
BenchmarkTest00889,xss,FALSE,79,,
BenchmarkTest00890,xss,FALSE,79,,
BenchmarkTest00891,xss,FALSE,79,,
BenchmarkTest00892,xss,FALSE,79,,
BenchmarkTest00893,xss,FALSE,79,,
BenchmarkTest00894,xss,FALSE,79,,
BenchmarkTest00895,cmdi,FALSE,78,,
BenchmarkTest00896,cmdi,FALSE,78,,
BenchmarkTest00897,cmdi,FALSE,78,,
BenchmarkTest00898,weakrand,TRUE,330,,
BenchmarkTest00899,weakrand,TRUE,330,,
BenchmarkTest00900,weakrand,TRUE,330,,
BenchmarkTest00901,weakrand,TRUE,330,,
BenchmarkTest00902,weakrand,TRUE,330,,
BenchmarkTest00903,securecookie,TRUE,614,,
BenchmarkTest00904,securecookie,FALSE,614,,
BenchmarkTest00905,cmdi,FALSE,78,,
BenchmarkTest00906,cmdi,FALSE,78,,
BenchmarkTest00907,cmdi,FALSE,78,,
BenchmarkTest00908,cmdi,FALSE,78,,
BenchmarkTest00909,cmdi,FALSE,78,,
BenchmarkTest00910,cmdi,FALSE,78,,
BenchmarkTest00911,weakrand,FALSE,330,,
BenchmarkTest00912,weakrand,FALSE,330,,
BenchmarkTest00913,weakrand,FALSE,330,,
BenchmarkTest00914,weakrand,FALSE,330,,
BenchmarkTest00915,weakrand,FALSE,330,,
BenchmarkTest00916,weakrand,FALSE,330,,
BenchmarkTest00917,weakrand,FALSE,330,,
BenchmarkTest00918,weakrand,FALSE,330,,
BenchmarkTest00919,weakrand,FALSE,330,,
BenchmarkTest00920,weakrand,FALSE,330,,
BenchmarkTest00921,weakrand,FALSE,330,,
BenchmarkTest00922,trustbound,FALSE,501,,
BenchmarkTest00923,trustbound,FALSE,501,,
BenchmarkTest00924,sqli,FALSE,89,,
BenchmarkTest00925,sqli,FALSE,89,,
BenchmarkTest00926,sqli,FALSE,89,,
BenchmarkTest00927,sqli,FALSE,89,,
BenchmarkTest00928,sqli,FALSE,89,,
BenchmarkTest00929,sqli,FALSE,89,,
BenchmarkTest00930,sqli,FALSE,89,,
BenchmarkTest00931,sqli,FALSE,89,,
BenchmarkTest00932,sqli,FALSE,89,,
BenchmarkTest00933,sqli,FALSE,89,,
BenchmarkTest00934,sqli,FALSE,89,,
BenchmarkTest00935,sqli,FALSE,89,,
BenchmarkTest00936,sqli,FALSE,89,,
BenchmarkTest00937,sqli,FALSE,89,,
BenchmarkTest00938,sqli,FALSE,89,,
BenchmarkTest00939,sqli,FALSE,89,,
BenchmarkTest00940,sqli,FALSE,89,,
BenchmarkTest00941,xpathi,FALSE,643,,
BenchmarkTest00942,crypto,FALSE,327,,
BenchmarkTest00943,crypto,FALSE,327,,
BenchmarkTest00944,crypto,FALSE,327,,
BenchmarkTest00945,crypto,TRUE,327,,
BenchmarkTest00946,crypto,TRUE,327,,
BenchmarkTest00947,ldapi,TRUE,90,,
BenchmarkTest00948,ldapi,FALSE,90,,
BenchmarkTest00949,pathtraver,TRUE,22,,
BenchmarkTest00950,pathtraver,TRUE,22,,
BenchmarkTest00951,pathtraver,FALSE,22,,
BenchmarkTest00952,pathtraver,TRUE,22,,
BenchmarkTest00953,pathtraver,TRUE,22,,
BenchmarkTest00954,pathtraver,FALSE,22,,
BenchmarkTest00955,pathtraver,FALSE,22,,
BenchmarkTest00956,pathtraver,TRUE,22,,
BenchmarkTest00957,pathtraver,FALSE,22,,
BenchmarkTest00958,pathtraver,FALSE,22,,
BenchmarkTest00959,ldapi,TRUE,90,,
BenchmarkTest00960,weakrand,TRUE,330,,
BenchmarkTest00961,hash,TRUE,328,,
BenchmarkTest00962,hash,FALSE,328,,
BenchmarkTest00963,hash,TRUE,328,,
BenchmarkTest00964,hash,FALSE,328,,
BenchmarkTest00965,hash,FALSE,328,,
BenchmarkTest00966,hash,FALSE,328,,
BenchmarkTest00967,hash,FALSE,328,,
BenchmarkTest00968,cmdi,TRUE,78,,
BenchmarkTest00969,cmdi,FALSE,78,,
BenchmarkTest00970,cmdi,FALSE,78,,
BenchmarkTest00971,weakrand,TRUE,330,,
BenchmarkTest00972,weakrand,TRUE,330,,
BenchmarkTest00973,weakrand,TRUE,330,,
BenchmarkTest00974,weakrand,TRUE,330,,
BenchmarkTest00975,weakrand,TRUE,330,,
BenchmarkTest00976,weakrand,TRUE,330,,
BenchmarkTest00977,securecookie,TRUE,614,,
BenchmarkTest00978,cmdi,FALSE,78,,
BenchmarkTest00979,cmdi,TRUE,78,,
BenchmarkTest00980,cmdi,FALSE,78,,
BenchmarkTest00981,cmdi,TRUE,78,,
BenchmarkTest00982,cmdi,FALSE,78,,
BenchmarkTest00983,cmdi,TRUE,78,,
BenchmarkTest00984,weakrand,FALSE,330,,
BenchmarkTest00985,weakrand,FALSE,330,,
BenchmarkTest00986,weakrand,FALSE,330,,
BenchmarkTest00987,weakrand,FALSE,330,,
BenchmarkTest00988,weakrand,FALSE,330,,
BenchmarkTest00989,weakrand,FALSE,330,,
BenchmarkTest00990,weakrand,FALSE,330,,
BenchmarkTest00991,trustbound,TRUE,501,,
BenchmarkTest00992,trustbound,FALSE,501,,
BenchmarkTest00993,trustbound,FALSE,501,,
BenchmarkTest00994,trustbound,TRUE,501,,
BenchmarkTest00995,trustbound,TRUE,501,,
BenchmarkTest00996,sqli,TRUE,89,,
BenchmarkTest00997,sqli,TRUE,89,,
BenchmarkTest00998,sqli,TRUE,89,,
BenchmarkTest00999,sqli,FALSE,89,,
BenchmarkTest01000,sqli,TRUE,89,,
BenchmarkTest01001,sqli,FALSE,89,,
BenchmarkTest01002,sqli,TRUE,89,,
BenchmarkTest01003,sqli,TRUE,89,,
BenchmarkTest01004,sqli,TRUE,89,,
BenchmarkTest01005,sqli,TRUE,89,,
BenchmarkTest01006,sqli,TRUE,89,,
BenchmarkTest01007,sqli,TRUE,89,,
BenchmarkTest01008,sqli,TRUE,89,,
BenchmarkTest01009,sqli,TRUE,89,,
BenchmarkTest01010,sqli,FALSE,89,,
BenchmarkTest01011,sqli,TRUE,89,,
BenchmarkTest01012,sqli,FALSE,89,,
BenchmarkTest01013,xpathi,FALSE,643,,
BenchmarkTest01014,xpathi,FALSE,643,,
BenchmarkTest01015,crypto,TRUE,327,,
BenchmarkTest01016,crypto,TRUE,327,,
BenchmarkTest01017,crypto,TRUE,327,,
BenchmarkTest01018,crypto,TRUE,327,,
BenchmarkTest01019,crypto,FALSE,327,,
BenchmarkTest01020,crypto,TRUE,327,,
BenchmarkTest01021,crypto,FALSE,327,,
BenchmarkTest01022,crypto,FALSE,327,,
BenchmarkTest01023,ldapi,TRUE,90,,
BenchmarkTest01024,ldapi,FALSE,90,,
BenchmarkTest01025,pathtraver,TRUE,22,,
BenchmarkTest01026,pathtraver,FALSE,22,,
BenchmarkTest01027,pathtraver,FALSE,22,,
BenchmarkTest01028,pathtraver,FALSE,22,,
BenchmarkTest01029,pathtraver,TRUE,22,,
BenchmarkTest01030,pathtraver,FALSE,22,,
BenchmarkTest01031,pathtraver,FALSE,22,,
BenchmarkTest01032,pathtraver,TRUE,22,,
BenchmarkTest01033,pathtraver,TRUE,22,,
BenchmarkTest01034,pathtraver,TRUE,22,,
BenchmarkTest01035,pathtraver,FALSE,22,,
BenchmarkTest01036,pathtraver,FALSE,22,,
BenchmarkTest01037,hash,FALSE,328,,
BenchmarkTest01038,hash,TRUE,328,,
BenchmarkTest01039,hash,FALSE,328,,
BenchmarkTest01040,hash,FALSE,328,,
BenchmarkTest01041,hash,TRUE,328,,
BenchmarkTest01042,hash,TRUE,328,,
BenchmarkTest01043,hash,TRUE,328,,
BenchmarkTest01044,hash,TRUE,328,,
BenchmarkTest01045,hash,FALSE,328,,
BenchmarkTest01046,xss,TRUE,79,,
BenchmarkTest01047,xss,TRUE,79,,
BenchmarkTest01048,xss,FALSE,79,,
BenchmarkTest01049,xss,TRUE,79,,
BenchmarkTest01050,xss,TRUE,79,,
BenchmarkTest01051,xss,FALSE,79,,
BenchmarkTest01052,xss,FALSE,79,,
BenchmarkTest01053,xss,FALSE,79,,
BenchmarkTest01054,xss,FALSE,79,,
BenchmarkTest01055,xss,TRUE,79,,
BenchmarkTest01056,xss,TRUE,79,,
BenchmarkTest01057,xss,TRUE,79,,
BenchmarkTest01058,weakrand,TRUE,330,,
BenchmarkTest01059,weakrand,TRUE,330,,
BenchmarkTest01060,weakrand,TRUE,330,,
BenchmarkTest01061,securecookie,TRUE,614,,
BenchmarkTest01062,securecookie,FALSE,614,,
BenchmarkTest01063,xss,TRUE,79,,
BenchmarkTest01064,cmdi,TRUE,78,,
BenchmarkTest01065,cmdi,FALSE,78,,
BenchmarkTest01066,cmdi,TRUE,78,,
BenchmarkTest01067,cmdi,FALSE,78,,
BenchmarkTest01068,cmdi,FALSE,78,,
BenchmarkTest01069,weakrand,FALSE,330,,
BenchmarkTest01070,weakrand,FALSE,330,,
BenchmarkTest01071,weakrand,FALSE,330,,
BenchmarkTest01072,weakrand,FALSE,330,,
BenchmarkTest01073,weakrand,FALSE,330,,
BenchmarkTest01074,weakrand,FALSE,330,,
BenchmarkTest01075,weakrand,FALSE,330,,
BenchmarkTest01076,weakrand,FALSE,330,,
BenchmarkTest01077,weakrand,FALSE,330,,
BenchmarkTest01078,weakrand,FALSE,330,,
BenchmarkTest01079,weakrand,FALSE,330,,
BenchmarkTest01080,trustbound,FALSE,501,,
BenchmarkTest01081,trustbound,TRUE,501,,
BenchmarkTest01082,trustbound,TRUE,501,,
BenchmarkTest01083,sqli,TRUE,89,,
BenchmarkTest01084,sqli,TRUE,89,,
BenchmarkTest01085,sqli,FALSE,89,,
BenchmarkTest01086,sqli,FALSE,89,,
BenchmarkTest01087,sqli,TRUE,89,,
BenchmarkTest01088,sqli,TRUE,89,,
BenchmarkTest01089,sqli,FALSE,89,,
BenchmarkTest01090,sqli,TRUE,89,,
BenchmarkTest01091,sqli,TRUE,89,,
BenchmarkTest01092,sqli,FALSE,89,,
BenchmarkTest01093,sqli,TRUE,89,,
BenchmarkTest01094,sqli,TRUE,89,,
BenchmarkTest01095,sqli,FALSE,89,,
BenchmarkTest01096,sqli,FALSE,89,,
BenchmarkTest01097,sqli,TRUE,89,,
BenchmarkTest01098,sqli,FALSE,89,,
BenchmarkTest01099,crypto,TRUE,327,,
BenchmarkTest01100,crypto,FALSE,327,,
BenchmarkTest01101,crypto,FALSE,327,,
BenchmarkTest01102,crypto,TRUE,327,,
BenchmarkTest01103,crypto,TRUE,327,,
BenchmarkTest01104,crypto,FALSE,327,,
BenchmarkTest01105,crypto,TRUE,327,,
BenchmarkTest01106,crypto,TRUE,327,,
BenchmarkTest01107,crypto,TRUE,327,,
BenchmarkTest01108,crypto,FALSE,327,,
BenchmarkTest01109,pathtraver,FALSE,22,,
BenchmarkTest01110,pathtraver,FALSE,22,,
BenchmarkTest01111,pathtraver,TRUE,22,,
BenchmarkTest01112,pathtraver,TRUE,22,,
BenchmarkTest01113,pathtraver,FALSE,22,,
BenchmarkTest01114,pathtraver,FALSE,22,,
BenchmarkTest01115,pathtraver,FALSE,22,,
BenchmarkTest01116,pathtraver,TRUE,22,,
BenchmarkTest01117,pathtraver,TRUE,22,,
BenchmarkTest01118,pathtraver,FALSE,22,,
BenchmarkTest01119,weakrand,TRUE,330,,
BenchmarkTest01120,hash,FALSE,328,,
BenchmarkTest01121,hash,FALSE,328,,
BenchmarkTest01122,hash,FALSE,328,,
BenchmarkTest01123,hash,TRUE,328,,
BenchmarkTest01124,hash,TRUE,328,,
BenchmarkTest01125,hash,FALSE,328,,
BenchmarkTest01126,hash,FALSE,328,,
BenchmarkTest01127,weakrand,TRUE,330,,
BenchmarkTest01128,weakrand,TRUE,330,,
BenchmarkTest01129,weakrand,TRUE,330,,
BenchmarkTest01130,weakrand,TRUE,330,,
BenchmarkTest01131,weakrand,TRUE,330,,
BenchmarkTest01132,weakrand,TRUE,330,,
BenchmarkTest01133,weakrand,TRUE,330,,
BenchmarkTest01134,securecookie,TRUE,614,,
BenchmarkTest01135,weakrand,FALSE,330,,
BenchmarkTest01136,weakrand,FALSE,330,,
BenchmarkTest01137,weakrand,FALSE,330,,
BenchmarkTest01138,weakrand,FALSE,330,,
BenchmarkTest01139,weakrand,FALSE,330,,
BenchmarkTest01140,weakrand,FALSE,330,,
BenchmarkTest01141,weakrand,FALSE,330,,
BenchmarkTest01142,trustbound,FALSE,501,,
BenchmarkTest01143,trustbound,TRUE,501,,
BenchmarkTest01144,trustbound,FALSE,501,,
BenchmarkTest01145,trustbound,FALSE,501,,
BenchmarkTest01146,trustbound,FALSE,501,,
